"data_size","cache_size","hit","miss"
34661,7692,264410,5186
984413,141348,7587416,146540
753201,10703,5807098,207807
916055,2245,7290053,36142
286735,31509,2207624,54747
899253,89705,6881695,222624
888877,32783,6967541,110692
685075,144196,5315760,20644
158253,13453,1223267,29304
428193,109761,3309532,6251
69143,10208,536729,6207
500157,22566,3818202,160488
789438,10215,6290420,14869
533045,117131,4041915,105314
306143,107,2338286,110751
897888,78,7182985,41
567839,12,4542581,119
260577,39084,2024152,21380
479838,121303,3705188,12213
399073,19217,3071730,101637
284448,37318,2172075,66191
313638,9400,2379632,120072
354365,25378,2784798,24744
352356,4,2739990,78854
688461,106049,5339850,61789
574389,170101,4374389,50622
288763,102511,2202863,4730
95888,11521,744838,10745
382124,23503,2959271,74218
615426,4543,4307982,610883
209912,8233,1606897,64166
421445,32,3034685,336843
735651,110238,5704476,70494
820314,102998,6366393,93121
970711,77966,7483224,204498
444031,1,3163809,388438
732353,151736,5602550,104538
21386,2910,161386,6792
925671,23,6560980,844365
756114,143070,5771989,133853
739483,27800,5849935,38129
686621,197864,5242054,53050
820830,170952,6252328,143360
410504,133368,3134057,16607
876628,9133,6728895,274996
882638,121689,6734188,205227
321702,26,2573581,9
116118,24779,889794,14371
711323,1471,5384818,304295
705779,102339,5383318,160575
973069,278272,7430099,76181
731405,151109,5576887,123244
82026,23916,632211,81
847669,14462,6753938,12952
493045,5963,3934821,3576
553168,82139,4232442,110763
230937,13830,1785960,47706
267579,6704,2132471,1457
86053,23360,644362,20702
929182,17085,7088132,328239
306782,20225,2333112,100919
569192,145955,4321390,86191
128256,4966,991783,29299
27725,786,212845,8169
421964,35,3375670,7
692663,54212,5354735,132357
701969,48777,5443024,123951
426495,30662,3344520,36778
612508,25701,4826334,48029
867599,155813,6606770,178209
883074,24201,6831947,208444
119050,32488,918761,1151
102633,2136,790341,28587
405835,153298,3050639,42743
712725,52163,5361774,287863
535910,23,4287218,39
141406,21720,1087223,22305
720466,23186,5606059,134483
933817,106,7127921,342509
335688,28,2685459,17
486064,14377,3873031,1104
541883,44054,4135846,155164
577341,97858,4410397,110473
721195,118332,5596419,54809
894472,109094,6943217,103465
810135,270166,6164654,46260
668807,128019,5067239,155198
773867,40873,5909522,240541
751127,9775,5986184,13057
417299,162165,3167798,8429
680925,91002,5190581,165817
12929,238,102529,665
270626,49955,2051739,63314
463727,28,3709766,22
560136,152248,4266552,62288
221626,45748,1678042,49218
757768,8650,5886501,166993
842287,110793,6430824,196679
830425,134410,6450959,58031
145443,148,1155633,7763
962292,36,7659058,39242
290120,37,2306983,13940
500078,23047,3818970,158607
413874,72878,3209050,29064
392508,4752,3127083,8229
471712,37157,3658339,78200
950500,39887,7552871,11242
616492,16,4931851,69
38093,1618,303097,29
228977,64371,1748978,18467
433044,115723,3298548,50081
82837,12475,635526,14695
673971,42943,5138462,210363
857447,165,6845869,13542
955242,246062,7252105,143769
709184,140018,5314923,218531
547861,172076,4173604,37208
38251,9682,293810,2516
765649,115,6007574,117503
213856,16622,1645000,49226
447463,7723,3360131,211850
756275,109214,5868944,72042
658130,154473,5105159,5408
349074,9613,2711603,71376
873219,63771,6700097,221884
314058,40,2512422,2
18195,1635,139783,4142
574843,28984,4458756,111004
393922,119,3092866,58391
530878,10589,4203599,32836
701118,157957,5446423,4564
419785,4469,3232994,120817
373748,37,2683140,306807
865428,108809,6602932,211683
541238,25821,4198431,105652
50721,21139,382967,1662
957398,12149,7628390,18645
180802,75178,1360736,10502
120525,4777,843675,115748
767331,29453,5960868,148327
35185,1162,280062,256
113485,20,907856,4
862491,73067,6508645,318216
929512,313775,7079200,43121
192901,11180,1493817,38211
821286,151,6536704,33433
188255,21330,1460902,23808
897744,28486,7039676,113790
969031,19302,7721965,10981
890766,36648,6782904,306576
926453,187861,7084292,139471
164826,50777,1266329,1502
933041,176447,7089547,198334
229274,19694,1774461,40037
911552,298433,6977007,16976
159541,12080,1229575,34673
386695,47057,3003873,42630
172276,4,1340881,37323
754854,10590,5979999,48243
905154,56679,6930172,254381
589550,91832,4570395,54173
63584,5125,487650,15897
861530,55702,6687566,148972
82753,16021,639585,6418
827174,140,6539466,77786
290554,17,2050972,273443
495614,2523,3744427,217962
601017,73970,4588735,145431
923272,138101,7094547,153528
223210,15487,1733861,36332
810528,25885,6213132,245207
52819,7096,404110,11346
202691,62351,1532246,26931
431996,66183,3306762,83023
608492,30613,4720871,116452
124859,113,976233,22526
344753,90805,2604151,63068
574299,86,4594296,10
403389,148146,3077773,1193
433980,12170,3371205,88465
827714,142659,6425075,53978
51682,8880,401388,3188
195956,15486,1516170,35992
98392,19765,758388,8983
499963,93250,3883810,22644
543806,89406,4221216,39826
885054,4771,6195378,880283
280856,4959,2240146,1743
811932,162926,6286881,45649
176100,34556,1367979,6265
377782,115,2961965,60176
351592,40330,2731232,41174
637966,140744,4932141,30843
791956,363666,5968735,3247
945835,35655,7476923,54102
826677,683384,5786739,143293
262241,67586,2021715,8627
641585,19597,5023540,89543
778615,28397,6086710,113813
229980,66078,1751574,22188
570613,136520,4423313,5071
224045,41735,1740383,10242
821115,19628,6547647,1645
204124,2790,1628634,1568
600533,4428,4665079,134757
847739,83,6781796,33
190710,23,1525653,4
575639,842,4354560,249710
269000,69236,2069802,12962
70848,5879,543368,17537
661032,90863,5124881,72512
838866,170,6708710,2048
990786,4501,7517902,403885
616763,9476,4652250,272378
642791,7354,5125146,9828
53967,5073,405288,21375
701119,27447,5440513,140992
199931,8364,1526453,64631
780845,5013,6222357,19390
807886,226978,6150409,85701
687998,17588,5483259,3137
445213,23272,3376709,161723
49602,17317,374832,4667
210787,15,1686264,17
890413,13732,7105906,3666
927805,203993,7065336,153111
993426,46535,7521439,379434
996326,32889,7592292,345427
989162,128266,7528649,256381
522364,123,4109119,69670
340481,28265,2644900,50683
826565,90,6612415,15
339107,76194,2584129,52533
339541,66,2518630,197632
627595,16204,4999238,5318
626574,104084,4794021,114487
815616,20425,6500861,3642
990590,218494,7568328,137898
996407,72,7404438,566746
963859,17,7710791,64
967846,10631,7712528,19609
114445,14,915539,7
449760,168,3570769,27143
439282,166408,3340442,7406
896226,31,7169729,48
993687,23725,7751305,174466
669433,79071,5194266,82127
795938,8,6339099,28397
78357,8299,584914,33643
994704,9581,7932095,15956
202612,20904,1515187,84805
39515,1,286277,29842
246419,92,1968298,2962
540974,34846,4142275,150671
138367,20234,1057829,28873
611487,90728,4744190,56978
788498,207932,5943824,156228
115389,20351,856933,45828
653879,42,4725754,505236
133758,29166,997894,43004
850774,277532,6484776,43884
542445,87,4116773,222700
991236,186768,7516486,226634
15788,1360,122581,2363
740376,117637,5656762,148609
767437,14,6139404,78
596536,9,4756460,15819
111715,8544,863546,21630
940263,73884,7158052,290168
725774,59117,5448511,298564
806001,50393,6126153,271462
285101,22263,2214676,43869
569653,6227,4375693,175304
861205,103559,6625193,160888
578982,14,4631778,64
441747,86812,3383164,64000
423611,100497,3269863,18528
274043,45965,2107143,39236
625360,109,4846284,156487
556413,132768,4316362,2174
168661,52056,1294663,2569
581710,35012,4421244,197424
813248,163304,6214946,127734
887613,14116,6728521,358267
806169,123,6344252,104977
742176,5629,5920692,11087
27684,127,214982,6363
165665,31544,1246942,46834
615668,128108,4669473,127763
274609,26911,2115428,54533
491384,34,3519679,411359
471394,18466,3661890,90796
379173,68472,2932425,32487
658922,112108,5037424,121844
651812,108933,5063440,42123
241772,122,1901547,32507
902560,14025,6866614,339841
443801,136155,3394578,19675
772788,117628,5954253,110423
737606,197400,5631926,71522
727807,55085,5584885,182486
94656,23048,727537,6663
637541,24835,4978834,96659
393565,42,3148457,21
605826,84544,4683635,78429
180219,33,1288182,153537
872034,13105,6636208,326959
99059,70339,693413,28720
908467,93968,6920697,253071
641630,3422,5120259,9359
99533,26431,755687,14146
959168,29388,7610410,33546
21683,541,172558,365
458945,18,3671515,27
328641,80280,2466564,82284
613303,13704,4888462,4258
469514,212,3755862,38
718534,31,5748182,59
444758,42768,3435990,79306
749889,68,5999013,31
270916,23212,2087846,56270
720227,246332,5469326,46158
595762,248738,4170334,347024
116740,41362,892302,256
278121,84801,2108046,32121
927499,84,6933573,486335
992877,51805,7707180,184031
160673,73,1209440,75871
963573,72,7708451,61
73439,12139,557360,18013
24205,2962,187958,2720
492317,23777,3812996,101763
605638,8298,4833139,3667
371813,19,2974452,33
408325,3787,3250211,12602
33881,5,265074,5969
339415,13,2391367,323940
653524,39898,4988549,199745
494583,9025,3944756,2883
962058,51450,7325586,319428
17176,4544,132747,117
375138,80520,2855394,65190
264453,35153,2054248,26223
570897,23775,4425578,117823
948975,131258,7365935,94607
473036,47,3784234,7
515084,7644,4103640,9388
82777,16218,631649,14349
426447,2888,3246316,162372
764242,54972,5936873,122091
480860,59627,3719304,67949
357277,18705,2719750,119761
741463,36457,5639177,256070
628203,65745,4880073,79806
184464,2720,1471086,1906
165988,36911,1288380,2613
139776,36644,1060071,21493
204352,7217,1543218,84381
207598,7457,1606513,46814
945682,13869,7536559,15028
529066,38,4232472,18
327538,97031,2515806,7467
467713,59070,3627286,55348
798479,2491,6363975,21366
261217,31442,2023177,35117
263880,47480,2020417,43143
317115,37123,2435761,64036
735751,29584,5830242,26182
594998,131077,4610526,18381
966405,25372,7552462,153406
139837,21550,1086676,10470
723569,2112,5765998,20442
321730,58394,2447475,67971
768190,34419,6065229,45872
948490,10835,7307706,269379
775668,6271,6189254,9819
925824,35694,7335550,35348
89651,7682,688455,21071
861325,8206,6516943,365451
361923,25,2895346,13
322279,53968,2497529,26735
871202,118488,6709751,141377
982542,49604,7333340,477392
327359,51038,2500226,67608
887558,8532,6997449,94483
101881,29608,784782,658
973744,269398,7413849,106705
295834,166,2347167,19339
161907,67466,1217855,9935
471489,5019,3762294,4599
908276,33828,6905687,326693
979712,9015,7814834,13847
847429,165507,6569546,44379
544365,170269,4144843,39808
586498,28708,4481841,181435
910320,6085,6861038,415437
901612,225712,6928482,58702
677983,47863,5233168,142833
502376,88730,3809759,120519
673480,83,5387750,7
862604,237200,6584687,78945
636547,132,5028578,63666
615922,35587,4597025,294764
750015,113888,5826244,59988
607206,43669,4716948,97031
385417,138,3046716,36482
803379,94504,6194383,138145
514902,98493,3999821,20902
187636,590,1486086,14412
444391,143049,3405098,6981
806862,202852,6139737,112307
564229,29156,4461444,23232
441816,86021,3432102,16405
749507,21598,5973636,822
673670,4756,5227086,157518
988442,89417,7527170,290949
360883,78888,2803391,4785
705788,173263,5380066,92975
940302,11422,7461322,49672
370973,30176,2932358,5250
368759,5333,2864574,80165
849517,32,6078510,717594
574203,1992,4573733,17899
999331,3943,7968121,22584
208721,74507,1594644,617
319815,51,2348958,209511
12856,1836,97387,3625
403820,104819,3121884,3857
284232,24614,2201736,47506
939659,140592,7128670,248010
892765,100351,6935214,106555
491210,81,3672160,257439
231166,18896,1786658,43774
705910,14657,5629993,2630
408728,8678,3091257,169889
27944,6921,214946,1685
470755,60550,3594051,111439
714708,109648,5415363,192653
432558,119251,3337111,4102
641148,41,5129126,17
163598,19784,1264751,24249
138581,22,1108623,3
137039,29027,1041257,26028
771220,50126,5991033,128601
410513,2,3044662,239440
206051,43490,1596647,8271
28015,5,196717,27398
558845,14952,4261831,193977
20206,6162,155161,325
456938,54740,3498737,102027
478019,149932,3642159,32061
966223,186522,7361052,182210
68386,87,512925,34076
447471,174754,3337420,67594
457962,20315,3557500,85881
259210,25336,2033163,15181
724613,198,5796653,53
21315,4709,165540,271
891380,30550,6924442,176048
806930,12004,6257915,185521
62164,1542,482778,12992
433132,160607,3031924,272525
136693,23491,1063768,6285
683582,8861,5189227,270568
947282,59,7036387,541810
785497,6388,6091327,186261
541825,316,4312454,21830
286338,81357,2177149,32198
672172,76277,5104286,196813
699854,42,5058993,539797
37411,252,297229,1807
370749,145538,2810385,10069
974290,21,7794238,61
966616,592,7383699,348637
167508,29837,1278127,32100
511890,54292,3913579,127249
467993,133,3687761,56050
361309,45154,2800694,44624
321305,16,2570393,31
143234,35967,1087292,22613
961602,106969,7417860,167987
972055,234709,7427198,114533
308793,61542,2398717,10085
480631,32808,3809713,2527
437489,82192,3398493,19227
630614,76732,4898770,69410
819572,61092,6252209,243275
431312,131504,3291222,27770
897992,35564,6829141,319231
986754,144627,7536571,212834
546975,124925,4234248,16627
66111,1422,527272,194
481337,58131,3690506,102059
39338,7842,302420,4442
340696,53964,2595224,76380
704447,12282,5366674,256620
617798,74,4632138,310172
731887,230540,5568303,56253
717992,5631,5577528,160777
862451,25890,6693719,179999
541784,107,4143435,190730
785209,141818,5993490,146364
854822,34294,6606920,197362
407970,31889,3105272,126599
236092,1237,1772327,115172
494454,31476,3917148,7008
757517,45752,5720663,293721
707792,144,5579249,82943
324041,27112,2454315,110901
51258,9288,398126,2650
116743,6372,906835,20737
901956,209866,6903805,101977
637573,34835,4861087,204662
711286,38,5104940,585310
203022,18,1624147,11
621672,10016,4960912,2448
782975,3699,6248399,11702
534129,13214,4254652,5166
379755,10609,2921044,106387
134573,20709,1044492,11383
917216,26532,7162660,148536
161912,1,1172225,123070
240870,36451,1887202,3307
393103,98,2973710,171016
275516,18,2204098,12
549252,1588,4377486,14942
962403,28,6850487,848709
426633,13242,3399098,724
547788,40296,4249365,92643
533979,41146,4082614,148072
725795,20303,5784318,1739
961850,59483,7334782,300535
321742,16646,2493330,63960
137658,85,1033989,67190
255036,32584,1954552,53152
622302,97847,4748152,132417
654943,18,5239477,49
140448,735,1083391,39458
161161,3120,1282326,3842
742912,60945,5747079,135272
954948,268588,7282229,88767
724683,22,5797372,70
804109,24405,6272061,136406
548124,3649,3836868,544475
991715,309152,7551132,73436
757803,91143,5726275,245006
509298,107268,3865942,101174
484662,1772,3866380,9144
448656,65910,3485238,38100
995519,49310,7588136,326706
873452,3,6126276,861337
80422,1642,640972,762
509237,172815,3875780,25301
957103,64,7070530,586230
529642,59817,4092056,85263
946822,11996,7295011,267569
328329,997,2616965,8670
617122,158920,4688416,89640
938439,745,7468192,38575
500775,48672,3821649,135879
487702,155242,3717783,28591
523503,87078,4060704,40242
284925,5838,2188468,85094
199954,5,1564115,35512
457924,53285,3500478,109629
931387,219401,7092673,139022
315197,19103,2416400,86073
450295,5194,3589716,7450
793892,55,6351053,28
906266,179517,7034160,36451
198846,7047,1583422,299
162883,28292,1250396,24376
180488,15,1443881,8
544482,244381,3811374,300101
149281,15225,1144019,35004
170458,83,1289422,74159
953980,106,7278261,353473
996360,32687,7930310,7883
818628,11901,6355085,182038
353731,28214,2703713,97921
284058,97949,2169533,4982
828594,17266,6330948,280538
953425,121,7493413,133866
390591,43179,3034175,47374
986937,112167,7660830,122499
779771,3715,5854881,379572
678417,10,4772389,654937
544258,6613,4122465,224986
471095,110883,3622834,35043
113592,20,908711,5
29857,6514,231658,684
387480,44,2811947,287849
110717,20438,857852,7446
168213,11591,1327924,6189
378110,44,2742100,282736
251436,8817,2001965,706
142418,5160,1069616,64568
33635,4684,257625,6771
855377,49361,6644791,148864
438887,13411,3383591,114094
75531,21667,571701,10880
901434,10947,7180944,19581
507741,105088,3944231,12609
71646,8,570684,2476
519443,18519,4007158,129867
488196,42,3905490,36
562641,11195,4489819,114
118037,18810,916897,8589
325756,12187,2530501,63360
581050,129816,4344096,174488
982331,32272,7813230,13146
853650,445042,6365986,18172
885522,167479,6770754,145943
